,State,Likes,Retweets,Followers,lat,long,Polarity,Subjectivity,newST
0,Alabama,4.21160409556314,0.825938566552901,1556.9112627986349,32.16429852116043,-87.2916321040955,0.0836439162057763,0.27602635529683317,AL
1,Alaska,1.992063492063492,0.2619047619047619,7069.825396825397,60.900619542857164,-146.14789217222213,0.10008966865365676,0.3094297102258411,AK
2,Arizona,5.247969680563076,0.9409853817000542,2850.0628045479157,33.23248272679974,-111.85032427233331,0.0893360665007254,0.3083220128144327,AZ
3,Arkansas,1.2666666666666666,0.3333333333333333,1117.4666666666667,35.28760155466666,-92.56233428133324,0.12582111592111592,0.4191060606060606,AR
4,California,7.197860326894502,1.241188707280832,10991.804041604755,34.926280293915205,-119.142485725156,0.08821362506133745,0.3022453798561893,CA
5,Colorado,4.617554858934169,0.7288401253918495,5233.373040752351,39.65902775736616,-105.03701931246076,0.06613594531111607,0.28298232654107597,CO
6,Connecticut,9.880794701986755,9.973509933774835,13407.64238410596,41.3333700430463,-73.09874647218551,0.08952906548933037,0.2926887011075752,CT
7,Delaware,1.7011494252873562,0.27586206896551724,1805.3908045977012,39.745946800000056,-75.54658899999987,0.16406550106981146,0.3454072747176195,DE
8,District of Columbia,65.14957814957815,17.052195052195053,55401.16344916345,38.89486099604983,-77.0358771174265,0.08027334702811846,0.26891943860410594,DC
9,Florida,5.133070054945055,1.9790521978021978,48245.368131868134,27.20954277888053,-81.17003025325901,0.085884232039653,0.2709055666822858,FL
10,Georgia,5.037429111531191,1.113421550094518,4450.553497164461,33.69057183512334,-84.25316628699177,0.09567898206478416,0.2913034772460921,GA
11,Hawaii,1.938388625592417,0.3981042654028436,4010.303317535545,21.250535505687232,-157.78578618720343,0.07764494617321294,0.3125122127051715,HI
12,Idaho,2.606060606060606,0.5454545454545454,4031.6848484848483,43.85751692484836,-116.24627363696968,0.07861923346014256,0.2643950107131925,ID
13,Illinois,7.710804224207961,1.6899539669645274,6915.924180882751,41.828046120144954,-87.71962654519218,0.08766614936031975,0.3034567482407855,IL
14,Indiana,2.36697247706422,0.5305810397553516,1187.5366972477063,39.584959357798596,-86.33660484617687,0.0679105705004023,0.21691978213767216,IN
15,Iowa,9.021428571428572,1.4,1306.1285714285714,41.83021571142851,-92.07595690785708,0.09915470442256158,0.2863231840910413,IA
